Medio empleado;Medio empleado;Sexo;Edad;Total;Año
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;0_15;0;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;15_29;0;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;30_39;1;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;40_44;0;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;45_49;1;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;50_54;2;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;55_59;1;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;60_64;2;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;65_69;2;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;70_74;0;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;75_79;0;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;80_84;3;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;85_89;1;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;90_94;0;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;95_mas;0;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;Todas las edades;1;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;0_15;0;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;15_29;0;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;30_39;0;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;40_44;0;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;45_49;0;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;50_54;0;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;55_59;0;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;60_64;0;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;65_69;0;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;70_74;0;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;75_79;0;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;80_84;0;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;85_89;0;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;90_94;1;2018
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;95_mas;0;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;Todas las edades;68;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;0_15;0;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;15_29;2;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;30_39;8;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;40_44;6;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;45_49;11;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;50_54;3;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;55_59;5;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;60_64;4;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;65_69;3;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;70_74;3;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;75_79;8;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;80_84;10;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;85_89;4;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;90_94;0;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;95_mas;1;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;Todas las edades;36;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;0_15;0;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;15_29;1;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;30_39;4;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;40_44;2;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;45_49;6;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;50_54;2;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;55_59;2;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;60_64;4;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;65_69;1;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;70_74;2;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;75_79;2;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;80_84;6;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;85_89;3;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;90_94;0;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;95_mas;1;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;Todas las edades;32;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;0_15;0;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;15_29;1;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;30_39;4;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;40_44;4;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;45_49;5;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;50_54;1;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;55_59;3;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;60_64;0;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;65_69;2;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;70_74;1;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;75_79;6;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;80_84;4;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;85_89;1;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;90_94;0;2018
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;95_mas;0;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;Todas las edades;1652;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;0_15;4;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;15_29;126;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;30_39;214;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;40_44;159;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;45_49;175;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;50_54;159;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;55_59;176;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;60_64;123;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;65_69;113;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;70_74;106;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;75_79;76;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;80_84;112;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;85_89;82;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;90_94;26;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;95_mas;1;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;Todas las edades;1387;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;0_15;4;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;15_29;95;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;30_39;180;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;40_44;131;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;45_49;149;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;50_54;134;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;55_59;147;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;60_64;102;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;65_69;97;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;70_74;88;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;75_79;68;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;80_84;93;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;85_89;74;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;90_94;25;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;95_mas;0;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;Todas las edades;265;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;0_15;0;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;15_29;31;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;30_39;34;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;40_44;28;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;45_49;26;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;50_54;25;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;55_59;29;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;60_64;21;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;65_69;16;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;70_74;18;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;75_79;8;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;80_84;19;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;85_89;8;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;90_94;1;2018
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;95_mas;1;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;Todas las edades;82;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;0_15;0;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;15_29;1;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;30_39;1;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;40_44;2;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;45_49;8;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;50_54;9;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;55_59;6;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;60_64;6;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;65_69;8;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;70_74;9;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;75_79;9;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;80_84;12;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;85_89;7;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;90_94;3;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;95_mas;1;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;Todas las edades;46;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;0_15;0;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;15_29;1;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;30_39;0;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;40_44;2;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;45_49;4;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;50_54;5;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;55_59;5;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;60_64;4;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;65_69;2;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;70_74;5;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;75_79;4;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;80_84;6;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;85_89;6;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;90_94;2;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;95_mas;0;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;Todas las edades;36;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;0_15;0;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;15_29;0;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;30_39;1;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;40_44;0;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;45_49;4;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;50_54;4;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;55_59;1;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;60_64;2;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;65_69;6;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;70_74;4;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;75_79;5;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;80_84;6;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;85_89;1;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;90_94;1;2018
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;95_mas;1;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;Todas las edades;27;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;0_15;0;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;15_29;2;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;30_39;2;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;40_44;4;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;45_49;2;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;50_54;1;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;55_59;3;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;60_64;1;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;65_69;2;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;70_74;3;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;75_79;6;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;80_84;0;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;85_89;1;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;90_94;0;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;95_mas;0;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;Todas las edades;26;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;0_15;0;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;15_29;1;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;30_39;2;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;40_44;4;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;45_49;2;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;50_54;1;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;55_59;3;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;60_64;1;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;65_69;2;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;70_74;3;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;75_79;6;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;80_84;0;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;85_89;1;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;90_94;0;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;95_mas;0;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;Todas las edades;1;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;0_15;0;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;15_29;1;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;30_39;0;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;40_44;0;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;45_49;0;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;50_54;0;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;55_59;0;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;60_64;0;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;65_69;0;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;70_74;0;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;75_79;0;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;80_84;0;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;85_89;0;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;90_94;0;2018
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;95_mas;0;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;Todas las edades;55;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;0_15;0;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;15_29;2;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;30_39;5;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;40_44;3;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;45_49;3;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;50_54;9;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;55_59;13;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;60_64;9;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;65_69;2;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;70_74;1;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;75_79;3;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;80_84;4;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;85_89;1;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;90_94;0;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;95_mas;0;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;Todas las edades;53;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;0_15;0;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;15_29;2;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;30_39;5;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;40_44;2;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;45_49;3;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;50_54;9;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;55_59;13;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;60_64;8;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;65_69;2;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;70_74;1;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;75_79;3;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;80_84;4;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;85_89;1;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;90_94;0;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;95_mas;0;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;M;Todas las edades;2;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;M;0_15;0;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;M;15_29;0;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;M;30_39;0;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;M;40_44;1;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;M;45_49;0;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;M;50_54;0;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;M;55_59;0;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;M;60_64;1;2018
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;M;65_69;0;2018
